nombre,categoria,tiempo,dificultad,porciones,ingredientes,pasos,img
PAPAS AHOGADAS,botanas,,Baja,12,"['2 tazas de jugo de tomate', '1/4 tazas de salsa inglesa', '1/4 tazas de salsa de soya', '1/2 tazas de jugo de limón', '2 cucharadas de salsa picante', '1/4 tazas de salsa negra', '1 taza de papas fritas, reducidas en grasa', '1 taza de papas fritas de jalapeño , reducidas en grasa', '1 taza de pepino, en cubos pequeños', '1/2 tazas de jícama, en cubos pequeños', '1 paquete de Skwinkles® Chunks']","['Para la salsa: mezcla el jugo de tomate, la salsa inglesa, la salsa de soya, el jugo de limón, la salsa picante y la salsa negra en un bowl. Mezcla hasta integrar.', 'Sirve las papas en un bowl, agrega los pepinos y la jícama y mezcla muy bien.', 'Baña las papas con la salsa picosita y agrega los Skwinkles® Chunks. ¡Disfruta de estas papas ahogadas!']",https://cdn7.kiwilimon.com/brightcove/10176/10176.jpg
ALITAS DE CERDO CRUJIENTES,carnes-y-aves,45 mins,Baja,2,"['4 Alitas de cerdo Proan®', '2 tazas de leche, para precocer las alitas', '2 rebanadas de naranja, para precocer las alitas', '1/2 tazas de Manteca de cerdo Proan®, derretida, para precocer las alitas', '2 hojas de laurel, para precocer las alitas', '1 cucharada de pimienta negra, para precocer las alitas', 'al gusto de sal, para precocer las alitas', '1 1/2 tazas de harina', '1 cucharada de polvo para hornear', '1 cucharada de fécula de maíz', '1 cucharada de chile en polvo', '1 cucharada de ajo en polvo', '1 cucharada de cebolla en polvo', '1/2 cucharaditas de comino molido', 'al gusto de sal', 'al gusto de pimienta', 'suficiente de aceite vegetal', '3 tazas de salsa búfalo', 'al gusto de pepino, en tiras, para acompañar', 'al gusto de zanahoria, en tiras, para acompañar', 'al gusto de salsa de queso azul , para acompañar', 'al gusto de papas a la francesa, para acompañar']","['Coloca las Alitas de cerdo Proan® en una charola y baña con la leche y la manteca. Posteriormente, agrega las rodajas de naranja, las hojas de laurel, la pimienta y la sal.', 'Tapa las alitas de cerdo y hornea a 180 °C por 2 horas.', 'Retira del horno, seca con papel absorbente y reserva.', 'En un bowl, mezcla la harina, el polvo para hornear, la fécula de maíz, el chile en polvo, el ajo en polvo, la cebolla en polvo, el comino, la sal y la pimienta. Pasa cada una de las alitas por esta mezcla y cubre muy bien.', 'Fríe las Alitas de cerdo Proan® en una olla con aceite a fuego medio-alto por 10 minutos o hasta que estén bien doradas. Retira y coloca en un bowl con papel absorbente. Baña las alitas con la salsa búfalo.', 'Sirve las alitas de cerdo crujientes en una tabla y acompaña con verduras, papas y salsa de queso azul.']",https://cdn7.kiwilimon.com/brightcove/10169/10169.jpg
PASTEL DE FRUTAS,botanas,5 mins,Baja,12,"['2 tazas de flor de jamaica, cocida, para el chamoy', '1 taza de mango, para el chamoy', '2 cucharadas de jugo de limón, para el chamoy', 'al gusto de chile en polvo, para el chamoy', '1 1/2 tazas de fresa, en cubos medianos', '1 1/2 tazas de manzana verde, en cubos medianos', '1 1/2 tazas de pepino, en cubos medianos', '1 1/2 tazas de pepino, sin cáscara y en cubos medianos', '1 1/2 tazas de uvas verdes, en mitades', '1 taza de Skwinkles® Chunks', 'al gusto de pepino, en medias lunas, para decorar', 'al gusto de fresa, en cubos, para decorar', 'al gusto de Skwinkles® Chunks, para decorar']","['Para el chamoy: Licúa la flor de Jamaica, el mango, el jugo de limón y el chile en polvo hasta obtener una consistencia ligeramente espesa, pero en caso de ser necesario, agrega un poco de agua. Coloca el chamoy en una olla, cocina durante 5 minutos o hasta que se espese, retira del fuego y deja enfriar durante 15 minutos.', 'En un bowl, mezcla las fresas, la manzana, el pepino, las uvas y los Skwinkles® Chunks hasta integrar. Vierte el chamoy y revuelve hasta que todos los ingredientes estén bañados de chamoy.', 'Transfiere la mezcla de frutas con chamoy a un molde redondo previamente engrasado y deja reposar el pastel de frutas en refrigeración durante 50 minutos o hasta que esté firme.', 'Desmolda y coloca el pastel de frutas en un platón, decora con Skwinkles® Chunks y chile en polvo espolvoreado y acompaña con jugo de limón.']",https://cdn7.kiwilimon.com/brightcove/10167/10167.jpg
BOING LOCO,faciles,,Baja,4,"['4 jugos, Boing, sabor mango y fresa', '1 taza de chamoy liquido', '1/4 tazas de jugo de limón', '1 cucharadita de sal', '2 cucharadas de chamoy en polvo', 'al gusto de chamoy en polvo', 'al gusto de gomita enchilada', 'al gusto de mango, enchilado', 'al gusto de Pica Fresa', 'al gusto de aritos de gomita enchilados']","['Congela los boings por 4 horas.', 'En un bowl mezcla el chamoy líquido, el jugo de limón, la sal y el chamoy en polvo. Reserva.', 'Saca los boings de congelación. Corta la parte superior de la cajita, baña con un poco de salsa, espolvorea con chamoy en polvo y agrega las gomitas picosas, los manguitos picosos, las bolitas de fresa picosas y las rueditas de durazno.', 'Sirve los boings locos en el mismo empaque y disfruta.']",https://cdn7.kiwilimon.com/brightcove/10141/10141.jpg
PASTEL DE FRUTAS,botanas,5 mins,Baja,12,"['2 tazas de flor de jamaica, cocida, para el chamoy', '1 taza de mango, para el chamoy', '2 cucharadas de jugo de limón, para el chamoy', 'al gusto de chile en polvo, para el chamoy', '1 1/2 tazas de fresa, en cubos medianos', '1 1/2 tazas de manzana verde, en cubos medianos', '1 1/2 tazas de pepino, en cubos medianos', '1 1/2 tazas de pepino, sin cáscara y en cubos medianos', '1 1/2 tazas de uvas verdes, en mitades', '1 taza de Skwinkles® Chunks', 'al gusto de pepino, en medias lunas, para decorar', 'al gusto de fresa, en cubos, para decorar', 'al gusto de Skwinkles® Chunks, para decorar']","['Para el chamoy: Licúa la flor de Jamaica, el mango, el jugo de limón y el chile en polvo hasta obtener una consistencia ligeramente espesa, pero en caso de ser necesario, agrega un poco de agua. Coloca el chamoy en una olla, cocina durante 5 minutos o hasta que se espese, retira del fuego y deja enfriar durante 15 minutos.', 'En un bowl, mezcla las fresas, la manzana, el pepino, las uvas y los Skwinkles® Chunks hasta integrar. Vierte el chamoy y revuelve hasta que todos los ingredientes estén bañados de chamoy.', 'Transfiere la mezcla de frutas con chamoy a un molde redondo previamente engrasado y deja reposar el pastel de frutas en refrigeración durante 50 minutos o hasta que esté firme.', 'Desmolda y coloca el pastel de frutas en un platón, decora con Skwinkles® Chunks y chile en polvo espolvoreado y acompaña con jugo de limón.']",https://cdn7.kiwilimon.com/brightcove/10167/10167.jpg
BOING LOCO,faciles,,Baja,4,"['4 jugos, Boing, sabor mango y fresa', '1 taza de chamoy liquido', '1/4 tazas de jugo de limón', '1 cucharadita de sal', '2 cucharadas de chamoy en polvo', 'al gusto de chamoy en polvo', 'al gusto de gomita enchilada', 'al gusto de mango, enchilado', 'al gusto de Pica Fresa', 'al gusto de aritos de gomita enchilados']","['Congela los boings por 4 horas.', 'En un bowl mezcla el chamoy líquido, el jugo de limón, la sal y el chamoy en polvo. Reserva.', 'Saca los boings de congelación. Corta la parte superior de la cajita, baña con un poco de salsa, espolvorea con chamoy en polvo y agrega las gomitas picosas, los manguitos picosos, las bolitas de fresa picosas y las rueditas de durazno.', 'Sirve los boings locos en el mismo empaque y disfruta.']",https://cdn7.kiwilimon.com/brightcove/10141/10141.jpg
ALITAS EMPANIZADAS CON PAPAS,carnes-y-aves,15 mins,Baja,6,"['3 tazas de papas picantes', '1/4 tazas de harina', '1 cucharada de sal', '1 cucharada de pimienta', '2 huevos, batido, para empanizar', '1 kilo de alita de pollo, limpias', 'suficiente de aceite vegetal, para freír', '2 chiles guajillos, asados y remojados, para la salsa', '1 taza de salsa búfalo, para la salsa', '1/4 tazas de mantequilla, fundida, para la salsa', '1 cucharada de paprika, para la salsa', '1 cucharada de pimienta cayena, para la salsa', '1 cucharada de ajo en polvo, para la salsa']","['Coloca los papas picantes en una bolsa resellable y golpea con un rodillo para obtener un polvo fino.', 'En un tazón, mezcla las papas trituradas con la harina, la sal y la pimienta.', 'Empaniza las alitas pasando por huevo batido y la mezcla anterior hasta cubrir por completo.', 'Calienta una ollita profunda con el aceite, fríe las alitas hasta que estén doradas y cocidas. Retira de la fritura y coloca en papel absorbente.', 'Para la salsa, licúa el chile guajillo con la salsa búfalo, la mantequilla, la paprika, la pimienta cayena y el polvo de ajo hasta obtener una salsa tersa. Baña las alitas con la salsa, sirve y disfruta.']",https://cdn7.kiwilimon.com/brightcove/5554/5554.jpg
ELOTE CON QUESO AMARILLO,botanas,1h,Baja,6,"['3 elote blanco, cortados a la mitad', 'suficiente de agua, para cocer los elotes', '2 tazas de frituras sabor chorizo', '2 tazas de frituras picantes', 'al gusto de queso amarillo', 'al gusto de queso fresco, rallado', 'al gusto de jugo de limón, para acompañar']","['Vierte agua en una olla a fuego medio y cocina los elotes hasta que estén tiernos. Escurre, inserta un palito de madera y reserva.', 'Coloca las papas en un bowl y usa un mortero para triturar las papas hasta obtener un polvo semifino. Reserva.', 'Pasa los elotes por el queso amarillo y luego por las frituras sabor chorizo. Repite el proceso, pero con las frituras picantes y el queso fresco, para obtener elotes con tres sabores diferentes.', 'Sirve los elotes con queso amarillo sobre una tabla, acompaña con limón y una margarita frappé. ¡Disfruta!']",https://cdn7.kiwilimon.com/brightcove/10102/10102.jpg
PASTES HAWAIANOS,platos-fuertes,30 mins,Baja,12,"['4 tazas de harina, para la masa', '1 taza de manteca vegetal, para la masa', '1 taza de mantequilla, para la masa', '3/4 tazas de agua, fría, para la masa', '1 cucharadita de sal, para la masa', '1 taza de jamón, en cubos, para el relleno', '1 taza de piña en almíbar, en cubos, para el relleno', '1 taza de queso manchego, en cubos, para el relleno', '1 cucharada de chile chipotle adobado, para el relleno', 'suficiente de huevo', 'al gusto de chile chipotle adobado']","['Para la masa: Bate la harina, la manteca vegetal, la mantequilla, el agua fría y la sal en un bowl de batidora con aditamento de gancho hasta integrar todo y tener una masa suave y homogénea. Coloca la masa para pastes en un bowl, cubre con plástico film y deja reposar a temperatura ambiente por 30 minutos.', 'Mezcla el jamón, la piña en almíbar, el queso manchego y los chipotles en un bowl y reserva.', 'Extiende la masa sobre una superficie enharinada, corta círculos de 15 cm de diámetro y rellena los círculos con jamón, queso y piña. Cierra el paste presionando con los dedos.', 'Coloca los pastes en una charola con papel para hornear, barniza con huevo y hornea los pastes hawaianos a 180 °C por 30 minutos. Reserva.', 'Sirve los pastes hawaianos y acompaña con chipotles en adobo.']",https://cdn7.kiwilimon.com/brightcove/10092/10092.jpg
RECETA DE JALAPEÑOS RELLENOS DE ATÚN,pescados-y-mariscos,25 mins,Baja,4,"['1 cucharada de aceite de oliva', '1/2 tazas de cebolla, finamente picada', '1 cucharadita de ajo, finamente picado', '1 taza de jitomate, en cubos pequeños y sin semillas', '1/4 tazas de chile serrano, finamente picado', '3 latas de atún en lata, drenada', '1 1/2 tazas de caldillo de jitomate', 'al gusto de sal', 'al gusto de pimienta', '1 cucharadita de comino molido', '8 chiles jalapeños, previamente desflemando en agua con piloncillo, sin semillas y sin venas', '3 tazas de Harina de Arroz Tres Estrellas® , para el rebozado', '1 cucharadita de sal, para el rebozado', '1 3/4 tazas de cerveza, para el rebozado', '2 huevos, para el rebozado', 'al gusto de aceite vegetal, para freír los chiles', 'al gusto de salsa macha, para acompañar']","['Calienta el aceite de oliva en una sartén a fuego medio, después agrega la cebolla, el ajo y el jitomate y cocina por 2 minutos. Posteriormente, añade el chile serrano, el atún, el caldillo de jitomate, la sal, la pimienta, y el comino. Cocina por 5 minutos o hasta que reduzca el líquido. Reserva.', 'Rellena cada uno de los chiles jalapeños con el relleno de atún. Reserva.', 'Mezcla en un bowl con ayuda de un batidor, la Harina de Arroz Tres Estrellas®, con la cerveza, el huevo sazona con sal y pimienta hasta que tengas una consistencia homogénea. Reserva.', 'Fríe los chiles rellenos rebosados en una olla con suficiente aceite a fuego medio por 5 minutos o hasta que estén dorados. Retira los chiles rellenos de atún y coloca en un plato con papel absorbente.', 'Sirve los chiles rellenos de atún sobre una tabla con papel encerado y acompaña con salsa macha.']",https://cdn7.kiwilimon.com/brightcove/10065/10065.jpg
ROSCA DE CEVICHE,pescados-y-mariscos,,Baja,6,"['1 Lechuga Francesa hidropónica Eva®', '1/2 tazas de jugo de naranja', '1 taza de jugo de limón', 'al gusto de sal', 'al gusto de pimienta', '3 tazas de pescado blanco, en cubos medianos', '1 taza de cebolla morada, en tiras delgadas', '1 taza de pepino, en cubos medianos', '1 taza de jitomate, en cubos pequeños', '2 chiles serranos, sin semillas y en cubos pequeños', 'al gusto de Lechuga Francesa hidropónica Eva®', 'al gusto de jitomate, en mitades, para presentar', 'al gusto de aguacate, en rebanadas, para presentar', 'al gusto de totopos, para presentar']","['Corta la Lechuga Francesa hidropónica Eva® en tiras. Reserva en un bowl.', 'Mezcla el jugo de naranja, el jugo de limón, la sal y la pimienta. Reserva.', 'Mezcla el pescado blanco, la cebolla morada, el pepino, el jitomate, el chile serrano y la lechuga en un bowl hasta que todo esté bien incorporado. Agrega la vinagreta y deja reposar por 30 minutos.', 'Forra un molde de rosca con plástico antiadherente, coloca el ceviche previamente escurrido, presiona ligeramente y deja reposar en refrigeración durante 20 minutos.', 'Desmolda la rosca de ceviche sobre un plato con Lechuga Francesa hidropónica Eva® y decora con jitomate, rebanadas de aguacate y totopos.']",https://cdn7.kiwilimon.com/brightcove/10059/10059.jpg
CAMARONES KFC,pescados-y-mariscos,10 mins,Baja,4,"['2 tazas de camarón mediano, limpio', '2 tazas de leche entera, para marinar los camarones', '1 taza de crema para batir, para marinar los camarones', '2 cucharadas de salsa picante, para marinar los camarones', '4 huevos', '2 tazas de harina', '1 cucharada de ajo en polvo', '1 cucharada de paprika', '1 cucharada de pimienta', 'suficiente de sal', '1/4 cucharaditas de polvo para hornear', 'suficiente de aceite vegetal, para freír los camarones', 'al gusto de puré de papa, para acompañar', 'al gusto de ensalada de col, para acompañar']","['Coloca los camarones en un bowl y baña con la leche, la crema para batir y la salsa picante. Mezcla con ayuda de una cuchara, tapa y refrigera por 1 hora.', 'Agrega los huevos en un bowl y la harina en otro bowl. Añade el ajo en polvo, la paprika, la pimienta, la sal y el polvo para hornear al bowl de la harina, luego mezcla muy bien. Sumerge los camarones en el bowl de la harina, posteriormente pasa por el bowl del huevo y regresa al bowl de harina. Reserva.', 'Fríe los camarones en una olla con suficiente aceite a fuego medio por 10 minutos o hasta que estén dorados. Retira y coloca en un plato con papel absorbente.', 'Sirve los camarones KFC en una canastilla y acompaña con puré de papa, ensalada de col y aderezo de mayonesa.']",https://cdn7.kiwilimon.com/brightcove/10037/10037.jpg
¿CÓMO HACER PAPAS A LA FRANCESA?,guarniciones,15 mins,Baja,6,"['10 papas', 'suficiente de agua', 'suficiente de harina', '1 cucharada de ajo en polvo', '1 cucharada de sal', 'suficiente de aceite vegetal, para freír las papas', 'suficiente de sal']","['Pela cada una de las papas y corta en bastones de 1 cm x 1 cm de ancho, con el mismo largo de la papa. Las papas tienen que ser casi del mismo tamaño para que al momento freírlas, estas requieran el mismo tiempo de cocción. Coloca las papas en agua al momento de cortarlas para que no se oxiden.', 'Retira las papas del agua y seca muy bien.', 'Mezcla la harina, el ajo en polvo y la sal en un bowl. Agrega la papas a la mezcla y cúbrelas muy bien. Quita el exceso de harina.', 'Calienta el aceite vegetal en una olla a fuego medio alto. Para determinar si está bien caliente, agrega un poco de harina y si se forman burbujas, significa que el aceite ya está listo.', 'Agrega un puño de papas espolvoreadas con harina y fríe de 10 a 12 minutos. Cuando las papas estén doradas, retira y coloca en un plato con papel absorbente. Inmediatamente después, espolvorea con un poco de sal.', 'Disfruta de las papas la francesa con cátsup.']",https://cdn7.kiwilimon.com/brightcove/9990/9990.jpg
CONONACHOS,botanas,1h 5 mins,Baja,6,"['suficiente de aceite vegetal, para el chili', '500 gramos de carne molida de res, para el chili', '1 taza de cebolla, finamente picada, para el chili', '1/2 zanahorias, finamente picada, para el chili', '2 cucharadas de ajo, finamente picado, para el chili', '1 pimiento rojo, finamente picado, para el chili', '2 chiles jalapeños, finamente picado, para el chili', '1 taza de jitomate molido, para el chili', '1 taza de puré de tomate, para el chili', '3 cucharadas de pasta de tomate, para el chili', '1 cucharada de hojuela de chile, para el chili', '1/2 cucharaditas de comino molido, para el chili', '1 taza de frijoles negros enteros, sin caldo, para el chili', '1 taza de grano de elote amarillo, para el chili', 'suficiente de sal, para el chili', 'suficiente de pimienta, para el chili', 'al gusto de tortillas de harina, burreras', 'suficiente de aceite en aerosol', 'al gusto de guacamole, para acompañar', 'al gusto de crema ácida, para acompañar', 'al gusto de cilantro, para acompañar']","['Calienta el aceite en una cacerola a fuego medio, luego agrega la carne molida y la cebolla y cocina hasta que la carne suelte su jugo y la cebolla se suavice. Posteriormente, añade las zanahorias, el ajo, el pimiento y los jalapeños y continúa cocinando hasta que su color sea brillante y se suavicen ligeramente.', 'Incorpora los jitomates molidos, el puré de tomate, la pasta de tomate, la hojuela de chile y el comino. Tapa y continúa cocinando a fuego bajo por 30 minutos.', 'Agrega los frijoles negros y los granos de elote. Cocina por 15 minutos más y rectifica la sazón.', 'Corta las tortillas burreras a la mitad y enrolla para formar un cono, después inserta un palillo para evitar que se desdoble. Coloca los conos sobre una charola, rocía con un poco de aceite en aerosol y hornea a 180 °C por 20 minutos o hasta que se doren y obtengan una consistencia firme. Deja enfriar y reserva.', 'Rellena los cononachos con el chili, añade un poco de guacamole, acompaña con crema y decora con cilantro.', 'Sirve los cononachos y disfruta con una cerveza.']",https://cdn7.kiwilimon.com/brightcove/9983/9983.jpg
