nombre,categoria,tiempo,dificultad,porciones,ingredientes,pasos,img
PIÑA COLADA CON MATCHA,bebidas,5 mins,Baja,1,"['3/4 tazas de crema de coco', '1 cucharada de Té Matcha McCormick®', '1/2 tazas de jugo de piña', '2 onzas de ron', '1 taza de hielo', 'al gusto de piña']","['Agrega la crema de coco en una olla, calienta a fuego medio, agrega el Té Matcha McCormick®, retira del fuego y deja infusionar por 5 minutos. Deja enfriar.', 'Licúa la infusión de Té Matcha McCormick® con coco, el jugo de piña, el ron y los hielos.', 'Sirve la piña colada con té matcha en un vaso tiki y decora con piña.']",https://cdn7.kiwilimon.com/brightcove/10242/10242.jpg
MARGARITA DE COCO,bebidas,,Baja,1,"['suficiente de hielo', '2 onzas de tequila blanco', '1 1/2 onzas de crema de coco', '1/2 onzas de licor de naranja', '1 onza de jugo de limón', 'suficiente de ralladura de naranja, para decorar']","['Agrega hielo a tu licuadora y después vierte la crema de coco, el tequila, el licor de naranja y el jugo de limón.', 'Licúa la margarita por 1 minuto.', 'Sirve la margarita de coco en una copa y decora con ralladura de naranja.', 'Disfruta de esta margarita de coco, ¡es cremosa y tiene un sabor tropical irresistible!']",https://cdn7.kiwilimon.com/brightcove/10231/10231.jpg
KIMCHILADA,bebidas,,Baja,1,"['suficiente de chamoy líquido, para escarchar', 'suficiente de chile en polvo, para escarchar', 'suficiente de hielo', '2 onzas de jugo de kimchi', '1 1/2 onzas de jugo de limón', '1/2 limones, en cuartos', '1 1/2 onzas de Salsa de soya Kikkoman®', '200 mililitros de Mix de verduras Herdez 8®', '150 mililitros de cerveza sin alcohol', 'al gusto de limón, en rodaja, para decorar']","['Escarcha tu vaso con chamoy líquido y chile en polvo y después agrega el hielo.', 'Vierte el kimchi, el jugo de limón, la salsa de soya Kikkoman®, el limón y el mix de verduras Herdez 8®.', 'Revuelve la michelada con kimchi con una bailarina.', 'Vierte la cerveza y decora con una rodaja de limón. ¡Disfruta de esta kimchilada!']",https://cdn7.kiwilimon.com/brightcove/10211/10211.jpg
FRAPPÉ DE BARBIE,bebidas,,Baja,1,"['1 1/2 tazas de frambuesa, congelada', '1/4 tazas de azúcar', '1 1/2 tazas de crema de coco', '1 taza de leche evaporada', 'al gusto de glitter comestible', 'al gusto de crema batida', 'al gusto de cereza marrasquino']","['Licúa las frambuesas, el azúcar, la crema de coco y la leche evaporada hasta que todos los ingredientes estén bien integrados.', 'Espolvorea glitter comestible en un vaso de vidrio. Sirve el frappé de Barbie y decora con crema batida y más glitter comestible.', 'Decora el frappé de Barbie con una cereza y una sombrilla.']",https://cdn7.kiwilimon.com/brightcove/10209/10209.jpg
SMOOTHIE DE MANGO CON COCO,bebidas,,Baja,2,"['1 taza de mango, congelado', '1/4 tazas de piña', '1/4 tazas de azúcar', '1 taza de hielo', '1 taza de yogur griego de coco', '1 taza de crema de coco', '1 taza de hielo', 'al gusto de coco rallado, para decorar', 'al gusto de flor comestible, para decorar']","['Licúa el mango, la piña, el azúcar y el hielo por 3 minutos o hasta que tome la consistencia de un smoothie. Reserva.', 'Licúa el yogur griego de coco, la crema de coco y el hielo por 3 minutos o hasta que tome la consistencia de un smoothie. Reserva.', 'Vierte el smoothie de mango en un vaso hasta llenarlo a la mitad, después añade el smoothie de coco hasta llenar el vaso. Decora el smoothie de mango con coco con flores comestibles y coco rallado.']",https://cdn7.kiwilimon.com/brightcove/10192/10192.jpg
AGUA DE FRESAS CON CREMA,bebidas,,Baja,4,"['2 tazas de fresa, sin rabo', '2 tazas de agua', '1 taza de media crema', '1 taza de leche evaporada', '1 taza de leche condensada', '1 cucharada de esencia de vainilla', '1 taza de hielo', 'al gusto de fresa, en cubos, para servir', 'al gusto de canela en polvo, para decorar', 'al gusto de fresa, en rebanadas, para decorar']","['Licúa las fresas, el agua, la media crema, la leche evaporada y la leche condensada.', 'Coloca los hielos y las fresas en cubos en un vaso y sirve el agua de fresas con crema.', 'Decora el agua de fresas con crema con canela en polvo y más rebanadas de fresas.']",https://cdn7.kiwilimon.com/brightcove/10175/10175.jpg
BUBBLE TEA DE TARO,bebidas,30 mins,Baja,2,"['1/2 tazas de tapioca negra', '1 cucharada de néctar de agave', '1 1/2 tazas de té negro', '1/8 tazas de leche', '3 cucharadas de taro en polvo', '1 1/2 tazas de hielo']","['Cocina la tapioca en una olla con agua hirviendo durante 30 minutos o según las instrucciones del empaque. Cuela y mezcla la tapioca con la miel de agave. Reserva.', 'Licúa el té negro, la leche, el taro y los hielos hasta obtener una consistencia de frappé.', 'Coloca la tapioca en un vaso, vierte el frappé de taro y disfruta del refrescante y delicioso sabor de este bubble tea casero.']",https://cdn7.kiwilimon.com/brightcove/10173/10173.jpg
BULL,bebidas,,Baja,1,"['al gusto de jugo de limón, para escarchar', 'al gusto de sal, para escarchar', 'al gusto de hielo', '4 onzas de Bacardí® Limón Verde', '2 onzas de jugo de limón', '250 mililitros de cerveza clara', 'al gusto de limón, en rodajas, para decorar']","['Escarcha el vaso con limón y sal y sirve el hielo.', 'Vierte el Bacardí® Limón Verde y el jugo de limón.', 'Integra la cerveza y mezcla el coctel con una bailarina.', 'Decora el bull con una rodaja de limón y ¡disfruta!']",https://cdn7.kiwilimon.com/brightcove/10168/10168.jpg
PANTERA ROSA,bebidas,,Baja,4,"['2 tazas de hielo', '8 onzas de ron blanco', '1 1/2 onzas de granadina', '1 1/2 tazas de crema de coco', '1 taza de jugo de piña', 'al gusto de cerezas, para decorar la pantera rosa', 'al gusto de piña, en triángulos, para decorar la pantera rosa']","['Agrega suficiente hielo en una licuadora.', 'Vierte el ron, la granadina, la crema de coco y el jugo de piña y licúa muy bien hasta obtener una mezcla espesa.', 'Sirve la pantera rosa en un vaso y decora con cereza y piña.']",https://cdn7.kiwilimon.com/brightcove/10164/10164.jpg
AGUAS DE FRUTAS TROPICALES,bebidas,,Baja,4,"['4 tazas de agua, para el agua de guanábana', '1 taza de leche condensada, para el agua de guanábana', '1 guanábana, para el agua de guanábana', 'al gusto de hielo, para el agua de guanábana', '4 tazas de agua, para el agua de maracuyá', '1/4 tazas de miel, para el agua de maracuyá', '2 tazas de maracuyá, para el agua de maracuyá', '1/4 tazas de hoja de menta, para el agua de maracuyá', 'al gusto de hielo, para el agua de maracuyá', 'al gusto de hoja de menta, para decorar el agua de maracuyá', '4 tazas de agua, para el agua de carambolo', '1/4 tazas de azúcar mascabado, para el agua de carambolo', '4 carambolos, para el agua de carambolo', '1/2 pepinos, para el agua de carambolo', 'al gusto de hielo, para el agua de carambolo', 'al gusto de pepino, en rodajas, para decorar el agua de carambolo']","['Para el agua de guanábana: Licúa el agua, la leche condensada y la guanábana hasta que todos los ingredientes estén bien molidos. Sirve el agua fresca de guanábana en un vaso con suficiente hielo.', 'Para el agua de maracuyá: Licúa el agua, la miel y el maracuyá hasta que todos los ingredientes estén bien molidos. Sirve el agua de maracuyá en un vaso con suficiente hielo y decora con hojas de menta.', 'Para el agua de carambolo: Licúa el agua, el azúcar mascabado, la carambola y el pepino hasta que todos los ingredientes estén bien molidos. Sirve el agua fresca de carambolo en un vaso con suficiente hielo y decora con una rebanada de carambolo.']",https://cdn7.kiwilimon.com/brightcove/10160/10160.jpg
LIMONADA DE PEPINO CON RON,bebidas,,Baja,1,"['suficiente de hielo', '2 onzas de Bacardí® Limón Verde', '1 onza de concentrado de pepino', '1/2 onzas de jarabe natural', '1/2 onzas de jugo de limón', '100 mililitros de agua mineral, o hasta llenar el vaso', 'al gusto de hierbabuena, para decorar']","['Sirve hielo en el vaso.', 'Vierte el Bacardí® Limón Verde, el concentrado de pepino, el jarabe natural y el jugo de limón.', 'Mezcla con una bailarina y agrega el agua mineral.', 'Decora tu limonada de pepino con ron con hierbabuena y ¡disfruta!']",https://cdn7.kiwilimon.com/brightcove/10154/10154.jpg
LIMONIC,bebidas,,Baja,1,"['suficiente de hielo', '2 onzas de Bacardí® Limón Verde', '200 mililitros de agua tónica', 'suficiente de limón, en rodajas, para decorar']","['Sirve hielo en tu vaso.', 'Vierte el Bacardí® Limón Verde y el agua tónica.', 'Mezcla el coctel con una bailarina.', 'Decora el limonic con una rodaja de limón y ¡disfruta!']",https://cdn7.kiwilimon.com/brightcove/10144/10144.jpg
SANGRÍA CASERA,bebidas,,Baja,5,"['4 cucharadas de azúcar, para el jarabe', '75 mililitros de agua, para el jarabe', '2 duraznos, pelado, en cubos', '1 manzana, pelada, en cubos', '1 naranja, en rodajas', '1 limón, en rodajas', '100 mililitros de jugo de naranja, 1 naranja, aproximadamente', '1 raja de canela', '1 botella de vino tinto', '350 mililitros de refresco de limón', 'suficiente de hielo', 'suficiente de limón, en rodajas, para decorar']","['Para el jarabe: Vierte el azúcar y el agua en una olla y cocina por 3 minutos.', 'Agrega el durazno, la manzana, las rodajas de naranja, las rodajas de limón, el jugo de naranja, la canela, el jarabe y el vino en una jarra. Mezcla con una bailarina. Refrigera por 2 horas.', 'Pasado el tiempo vierte el refresco de limón. Vuelve a mezclar.', 'Coloca hielos en un vaso, sirve la sangría casera y decora con una rodaja de limón.']",https://cdn7.kiwilimon.com/brightcove/10135/10135.jpg
CAFÉ FLOTANTE,bebidas,,Baja,4,"['4 tazas de agua', '6 cucharaditas de café soluble', 'suficiente de hielo', 'suficiente de helado sabor vainilla', 'al gusto de Reddi Wip®', 'al gusto de barquillo de galleta', 'al gusto de chocolate']","['Coloca el agua en una olla pequeña y calienta durante 5 minutos.', 'Pasa el agua a una jarra, agrega el café y mueve hasta que se disuelva. Posteriormente, incorpora los hielos para enfriar.', 'Sirve el café en una taza, añade una bola de helado de vainilla y decora con Reddi Wip®, barquillo y chocolate rallado.']",https://cdn7.kiwilimon.com/brightcove/10127/10127.jpg
JUGO VERDE FÁCIL,bebidas,,Baja,6,"['suficiente de CitroBiox™', '1/2 tazas de piña, en cubos medianos', '1/2 tazas de apio', '1/2 tazas de pepino, sin cáscara y en rebanadas', '1 cucharada de jengibre, rallado', '1/4 manojos de menta', '1 cucharada de linaza', '1 taza de agua', 'suficiente de toronja, en rebanadas, para decorar']","['Rocía el apio con Citrobiox™. Reserva.', 'Licúa la piña, el apio, el pepino, el jengibre, la menta, la linaza y el agua por 1 minuto o hasta obtener una mezcla homogénea. Sirve inmediatamente y ¡disfruta!']",https://cdn7.kiwilimon.com/brightcove/10117/10117.jpg
JUGO ROJO,bebidas,,Baja,6,"['suficiente de CitroBiox™', '3 jitomates', '1 taza de apio, en cubos medianos', '1/4 tazas de jugo de limón', '1 pizca de sal', '1 brocheta de apio y tomates cherry']","['Rocía el jitomate con Citrobiox™.', 'Licúa los jitomates, el apio y el jugo de limón por 1 minuto o hasta integrar todo. Sirve el jugo rojo en un vaso y disfruta inmediatamente.']",https://cdn7.kiwilimon.com/brightcove/10116/10116.jpg
LICUADOS PARA NIÑOS,desayunos,,Baja,3,"['1 taza de Yogurt griego endulzado Danone®, para el licuado de mango', '1 taza de mango, para el licuado de mango', '3 cucharadas de avena, para el licuado de mango', '1 taza de leche vegetal, para el licuado de mango', 'al gusto de miel, para el licuado de mango', '1 taza de Yogurt griego endulzado Danone®, para el licuado de fresa', '1 taza de fresa, para el licuado de fresa', '2 cucharadas de almendra, para el licuado de fresa', '1/2 tazas de leche vegetal, para el licuado de fresa', 'al gusto de miel, para el licuado de fresa', '1 taza de Yogurt griego endulzado Danone®, para el licuado de plátano con chocolate', '1 plátano, para el licuado de plátano con chocolate', '2 cucharadas de nuez, para el licuado de plátano con chocolate', '1/2 tazas de leche vegetal, para el licuado de plátano con chocolate', 'al gusto de granillo de chocolate, para el licuado de plátano con chocolate']","['Para el licuado de mango: Licúa el Yogurt griego endulzado Danone, el mango, la avena, la leche vegetal y la miel hasta obtener la consistencia ideal. Sirve el licuado en un vaso y decora con una rebanada de mango.', 'Para el licuado de fresa: Licúa el Yogurt griego endulzado Danone, la fresa, la almendra, la leche vegetal y la miel hasta obtener la consistencia ideal. Sirve el licuado en un vaso y decora con una fresa.', 'Para el licuado de plátano con chocolate: Licúa el Yogurt griego endulzado Danone, el plátano, la nuez y la leche vegetal hasta obtener la consistencia ideal. Sirve el licuado en un vaso, agrega granillo de chocolate y mezcla con una cuchara.']",https://cdn7.kiwilimon.com/brightcove/10106/10106.jpg
TORITO DE CAFÉ,bebidas,,Baja,4,"['500 mililitros de agua', '5 cucharadas de Café El Marino® artesanal regular', '1/2 tazas de leche evaporada', '1 taza de leche condensada', '1/2 tazas de ron blanco', '4 onzas de Jarabe Upouria® de vainilla', 'suficiente de hielo, en cubos', 'al gusto de granos de café, para decorar', 'al gusto de bastón de galleta, para decorar']","['Sirve el Café El Marino® artesanal regular en una prensa francesa y vierte el agua caliente. Reserva.', 'Licúa la leche evaporada, la leche condensada, el ron blanco, 1 taza del Café El Marino® artesanal regular y el Jarabe Upouria® de vainilla.', 'Licúa el torito de café por 3 minutos.', 'Coloca los hielos en un vaso, vierte el torito de café y decora con granos de café y un bastón de galleta. ¡Disfruta!']",https://cdn7.kiwilimon.com/brightcove/10096/10096.jpg
MONSTER SHAKE ARCOÍRIS,bebidas,,Baja,2,"['1 taza de crema de coco, fría, para decorar', 'al gusto de granillo de colores, para decorar', '2 tazas de leche entera', '3 bolas de helado de vainilla', 'suficiente de McCormick® Colorante de alimentos, amarillo, azul y rojo', 'al gusto de bombón, azul, para decorar', 'al gusto de dona, para decorar', 'al gusto de piruleta, para decorar']","['Bate la crema de coco ligeramente hasta que esté un poco batida. Posteriormente, coloca en un plato y reserva.', 'Pasa un vaso por la crema de coco y después sobre los granillos de colores. Refrigera y reserva.', 'Licúa la leche con el helado de vainilla hasta obtener una consistencia cremosa y espesa.', 'Divide la preparación anterior en 3 porciones y agrega McCormick® Colorante de alimentos a cada uno. Mezcla y congela 15 minutos antes de servir.', 'Vierte uno a uno los colores en el vaso escarchado y decora la monster shake arcoíris con bombones azules, dulces arcoíris, donas y piruletas.']",https://cdn7.kiwilimon.com/brightcove/10057/10057.jpg
AZULITO,bebidas,,Baja,1,"['al gusto de pulpa sabor mora, para escarchar', 'al gusto de chile en polvo sabor mora , para escarchar', '250 mililitros de vodka', '1 1/2 tazas de bebida energizante de mora azul', '1 1/2 tazas de agua mineral', '2 onzas de curacao azul', 'al gusto de gomitas de tiburón']","['Agrega la pulpa sabor mora en un plato y el chile en polvo sabor mora en otro.', 'Pasa un vaso grande por la pulpa y posteriormente por el chile. Reserva.', 'Llena el vaso con hielo, vierte el vodka, la bebida energizante, el agua mineral y el curacao. Mezcla el azulito con ayuda de una bailarina.', 'Decora el azulito con gomitas de tiburón y disfruta.']",https://cdn7.kiwilimon.com/brightcove/10048/10048.jpg
ATOLE DE ARROZ CON LECHE,bebidas,20 mins,Baja,6,"['2 tazas de agua', '1 taza de arroz, enjuagado y escurrido', '1 raja de canela', '1 taza de leche evaporada', '1 taza de leche condensada', '1 taza de leche entera', '1 cucharada de fécula de maíz', '1 cucharada de esencia de vainilla', 'al gusto de canela, para decorar']","['Calienta el agua, la raja de canela y el arroz en una cacerola a fuego medio. Cocina por 15 minutos o hasta que el arroz esté suave. Reserva.', 'Remueve la raja de canela y licúa el arroz, la leche evaporada, la leche condensada, la leche entera y la esencia de vainilla hasta que todo esté bien integrado. Reserva.', 'Regresa la preparación a la olla y diluye la fécula de maíz con un poco del atole. Posteriormente, vierte la fécula diluida en el atole, mezcla y cocina a fuego bajo por 5 minutos.', 'Sirve el atole de arroz con leche en una taza y espolvorea con canela.']",https://cdn7.kiwilimon.com/brightcove/9950/9950.jpg
MALTEADA DE GALLETAS,bebidas,,Baja,1,"['suficiente de galletas Chokis®', 'suficiente de chocolate, derretido', '1/2 tazas de helado de chocolate bajo en grasa', '1 taza de leche descremada light', '4 galletas Chokis®', 'suficiente de chocolate, derretido, para decorar', 'suficiente de crema batida, para decorar', 'suficiente de malvaviscos, en brocheta, para decorar', 'suficiente de galletas Chokis®, para decorar']","['Coloca las Galletas Chokis® en una bolsa resellable y utiliza un rodillo para aplastar, hasta obtener un polvo semifino. Reserva.', 'Sumerge la boca del vaso de malteada en el chocolate derretido y pasa sobre las galletas pulverizadas para que se adhieran. Agrega un poco de chocolate derretido al interior del vaso formando líneas. Reserva.', 'Licúa el helado de chocolate, la leche y las Galletas Chokis® por 3 minutos o hasta obtener una consistencia ligeramente espesa. Reserva la malteada de galletas.', 'Sirve en un vaso para malteada y decora con crema batida, malvaviscos y Galletas Chokis®.']",https://cdn7.kiwilimon.com/brightcove/9823/9823.jpg
¿CÓMO HACER RASPADOS DE SABORES?,bebidas,,Baja,6,"['al gusto de chamoy natural bajo en azúcar, para escarchar los vasos', 'al gusto de chile piquín, para escarchar los vasos', '6 tazas de hielo', '1 envase de Jumex® de piña', '1/4 tazas de piña, en cubos pequeños, para decorar', '1/4 tazas de naranja, supremas sin semillas, para decorar', '1/4 tazas de mango, en cubos pequeños, para decorar', 'al gusto de chile piquín', '1 envase de Jumex® de uva', '1/4 tazas de manzana, en cubos pequeños, para decorar', '1/4 tazas de melón, en cubos pequeños, para decorar', '1/4 tazas de naranja, supremas sin semillas, para decorar', '1 envase de Jumex® de mango', '1/4 tazas de mango, en cubos pequeños, para decorar', '1/4 tazas de frambuesa, en mitades, para decorar']","['Toma los vasos que utilizarás para servir los raspados. Pásalos sobre un plato con chamoy hasta que los bordes estén bien cubiertos y luego pasa los bordes sobre un plato con chile piquín para escarchar. Reserva los vasos.', 'Licúa el hielo a velocidad media-alta hasta obtener trozos pequeños, llena los vasos con el hielo, pero sin tocar el borde para que el chamoy no se mezcle con el hielo.', 'Vierte Jumex® de piña a una olla y caliéntalo hasta que se reduzca a ¼ del líquido, aproximadamente, y se forme una miel. Deja enfriar por completo.', 'Vierte el Jumex® de piña sobre uno de los vasos con hielo y decora con los cubitos de piña, las supremas de naranja y los cubitos de mango. Por último, espolvorea la fruta picada con chile piquín e inserta un popote y una cuchara.', 'Vierte el Jumex® de uva a una olla y caliéntalo hasta que se reduzca a ¼ del líquido, aproximadamente, y se forme una miel. Deja enfriar por completo.', 'En otro vaso con hielo, vierte el Jumex® de uva y decora con los cubos de manzana, melón y naranja. Inserta un popote y una cuchara.', 'Vierte el Jumex® de mango a una olla y caliéntalo hasta que se reduzca a ¼ del líquido, aproximadamente, y se forme una miel. Deja enfriar por completo.', 'En un vaso aparte con hielo, vierte el Jumex® de mango y decora con los cubitos de mango y las frambuesas. Inserta un popote y una cuchara.']",https://cdn7.kiwilimon.com/brightcove/9607/9607.jpg
MONSTER SHAKE DE CAFÉ,bebidas,,Baja,2,"['3 tazas de café molido, para preparar en tu Royal Prestige® Barista', '8 tazas de agua', '2 tazas de helado de vainilla', '1/2 tazas de leche', 'suficiente de jarabe de chocolate, para decorar el vaso', 'suficiente de crema de avellanas, para decorar el vaso', 'suficiente de chocolate amargo, en barra, troceado, para decorar el vaso', 'suficiente de crema batida, para decorar la bebida', 'suficiente de jarabe de chocolate, ara decorar la bebida', 'suficiente de bombón, asado, ara decorar la bebida', 'suficiente de nuez, finamente picada, ara decorar la bebida']","['Agrega el café al Royal Prestige® Barista.', 'Añade agua y tapa con el pistón levantado.', 'Alinea el ícono de calentar con el pico servidor.', 'Abre la válvula, calienta a fuego medio alto hasta que silbe y retira del fuego inmediatamente.', 'Deja reposar por 2 minutos y empuja el pistón lentamente, hasta llegar al fondo.', 'Cierra la válvula y gira al ícono de servir. Deja enfriar y sirve 4 onzas de café en un caballito.', 'Licúa el helado, la leche y el café por 5 minutos o hasta obtener una mezcla homogénea y espesa. Reserva.', 'Utiliza una espátula para untar el borde del vaso con crema de avellanas, vierte el jarabe de chocolate en las paredes y cubre el borde con cubitos de chocolate. Posteriormente, sirve la malteada de café, cubre con crema batida, añade el bombón asado y espolvorea con nuez.']",https://cdn7.kiwilimon.com/brightcove/9589/9589.jpg
